data,seed,e,kappa,cl_ml_ratio,pareto_index,ml_sat,ml_unsat,cl_sat,cl_unsat,lm_lambda_minus,lm_lambda_plus,lp_lambda_minus,lp_lambda_plus,ARI,p1_slvr_status,p1_clause_gen,p1_solver,p1_total,p2_lm_slvr_status,p2_lm_clause_gen,p2_lm_solver,p2_lm_total,p2_lp_slvr_status,p2_lp_clause_gen,p2_lp_solver,p2_lp_total,total_slvr_time,type,obj_value
target,2352,0.1,0.5,1,1,192.0,0.0,193.0,0.0,650,18,650,164,1.0,OPTIMUM,0.82296,11.12915,12.23961,OPTIMUM,0.87564,5.30823,9.9802,OPTIMUM,0.87907,0.75929,5.42999,18.30713,main,486
wine,2352,0.1,0.5,1,0,30.0,0.0,59.0,0.0,1178,7,1178,71,0.87919081,OPTIMUM,0.11677,0.70429,0.84813,OPTIMUM,0.12219,1.01158,1.33224,OPTIMUM,0.12748,0.49024,0.7902,2.34995,main,1107
wingnut,2352,0.1,0.5,1,0,245.0,0.0,263.0,0.0,1094,67,1094,67,1.0,OPTIMUM,0.19474,0.18833,0.44335,OPTIMUM,0.20124,0.28826,10.8661,OPTIMUM,0.18575,0.20264,10.61276,0.93425,main,1027
chainlink,3556,0.1,0.7,1,0,345.0,4.0,342.0,9.0,989,11,989,11,0.925369331,OPTIMUM,0.20935,310.27678,310.55165,OPTIMUM,0.20984,0.39663,3.02023,OPTIMUM,0.19462,0.5008,3.11097,311.44908,main,978
glass,3556,0.1,0.7,1,0,31.0,0.0,118.0,0.0,1338,10,1338,10,0.199320146,OPTIMUM,0.33793,52.8242,53.24781,OPTIMUM,0.32286,3438.90989,3439.45827,OPTIMUM,0.33742,935.36211,935.92113,4427.51981,main,1328
glass,3556,0.1,0.7,1,1,31.0,0.0,118.0,0.0,1393,11,1393,11,0.285602334,OPTIMUM,0.33793,52.8242,53.24781,OPTIMUM,0.30147,2419.15344,2419.6793,OPTIMUM,0.34101,2244.9633,2245.53203,4717.36455,main,1382
glass,3556,0.1,0.7,1,2,31.0,0.0,118.0,0.0,1456,12,1456,14,0.258451072,OPTIMUM,0.33793,52.8242,53.24781,OPTIMUM,0.29801,4784.29929,4784.818,OPTIMUM,0.33008,2268.8344,2269.38365,7106.3815,main,1442
ionosphere,3556,0.1,0.7,1,0,146.0,8.0,84.0,7.0,3577,99,3577,99,0.691500338,SATISFIABLE,0.36764,900.01662,900.47708,OPTIMUM,0.41971,21.72452,22.42236,OPTIMUM,0.49026,11.44002,12.20807,933.64162,main,3478
iris,3556,0.1,0.7,1,0,33.0,0.0,72.0,0.0,755,23,755,23,0.922155102,OPTIMUM,0.06201,0.06386,0.13947,OPTIMUM,0.06315,0.15482,0.56742,OPTIMUM,0.09422,0.09022,0.53684,0.38451,main,732
libras,3556,0.1,0.7,1,0,19.0,0.0,232.0,0.0,3463,2,3463,138,0.149880805,OPTIMUM,8.03325,98.62337,107.91166,OPTIMUM,7.75011,998.79055,1008.20878,OPTIMUM,7.76646,2205.4552,2214.89702,3312.15741,main,3325
lsun,3556,0.1,0.7,1,0,113.0,0.0,167.0,0.0,917,4,917,4,0.968130289,OPTIMUM,0.10267,0.26718,0.41148,OPTIMUM,0.10484,0.26036,0.82401,OPTIMUM,0.11071,0.15231,0.72888,0.82415,main,913
lsun,3556,0.1,0.7,1,1,113.0,0.0,167.0,0.0,923,7,923,104,1.0,OPTIMUM,0.10267,0.26718,0.41148,OPTIMUM,0.17081,0.68452,1.31544,OPTIMUM,0.10775,0.19826,0.76688,1.29426,main,819
seeds,3556,0.1,0.7,1,0,32.0,0.0,115.0,0.0,1083,12,1083,18,0.837772664,OPTIMUM,0.112,0.4089,0.54356,OPTIMUM,0.1161,0.76934,1.86003,OPTIMUM,0.09983,0.31236,1.39783,1.62526,main,1065
seeds,3556,0.1,0.7,1,1,32.0,0.0,115.0,0.0,1166,20,1166,20,0.784794408,OPTIMUM,0.112,0.4089,0.54356,OPTIMUM,0.09387,0.79472,1.93251,OPTIMUM,0.09263,0.55277,1.6341,1.89105,main,1146
spam,3556,0.1,0.7,1,0,1363.0,349.0,499.0,1009.0,2432,17,2432,17,0.123347899,SATISFIABLE,10.14657,900.05306,912.51417,OPTIMUM,10.0758,166.20712,204.1929,OPTIMUM,9.73933,183.21577,221.0696,1261.93706,main,2415
target,3556,0.1,0.7,1,0,273.0,0.0,266.0,0.0,648,4,648,4,0.982429936,OPTIMUM,0.83786,2.96283,4.09116,OPTIMUM,0.79343,11.22778,15.90131,OPTIMUM,0.87544,1.0476,5.65291,16.36654,main,644
target,3556,0.1,0.7,1,1,273.0,0.0,266.0,0.0,649,6,649,13,0.992635073,OPTIMUM,0.83786,2.96283,4.09116,OPTIMUM,0.84044,4.64537,9.21057,OPTIMUM,0.84291,0.87704,5.4349,9.61357,main,636
target,3556,0.1,0.7,1,2,273.0,0.0,266.0,0.0,650,19,650,164,1.0,OPTIMUM,0.83786,2.96283,4.09116,OPTIMUM,0.83096,5.81027,10.53494,OPTIMUM,0.83706,0.77387,5.31603,10.6753,main,486
wine,3556,0.1,0.7,1,0,42.0,0.0,82.0,0.0,1179,4,1179,8,0.806692544,OPTIMUM,0.11437,0.73473,0.88288,OPTIMUM,0.12032,1.13725,1.36194,OPTIMUM,0.15637,2.58845,2.85632,4.60858,main,1171
wine,3556,0.1,0.7,1,1,42.0,0.0,82.0,0.0,1217,13,1217,71,0.915176963,OPTIMUM,0.11437,0.73473,0.88288,OPTIMUM,0.12547,4.88583,5.12257,OPTIMUM,0.12488,0.38956,0.62467,6.15827,main,1146
wingnut,3556,0.1,0.7,1,0,351.0,0.0,360.0,0.0,1094,67,1094,67,1.0,OPTIMUM,0.20024,0.17487,0.43324,OPTIMUM,0.19634,0.22163,4.5404,OPTIMUM,0.18113,0.16937,4.21692,0.82424,main,1027
chainlink,3556,0.1,1.0,1,0,488.0,8.0,495.0,9.0,989,3,989,3,0.940840822,OPTIMUM,0.20868,495.64884,495.92581,OPTIMUM,0.20779,0.24376,2.85569,OPTIMUM,0.19468,0.34792,2.94643,496.51749,main,986
glass,3556,0.1,1.0,1,0,43.0,4.0,166.0,1.0,1479,10,1479,10,0.27406026,SATISFIABLE,0.32299,900.01656,900.43022,OPTIMUM,0.32514,1254.77538,1255.29371,OPTIMUM,0.30369,390.63251,391.16424,2545.83811,main,1469
ionosphere,3556,0.1,1.0,1,0,190.0,15.0,127.0,19.0,3577,99,3577,99,0.64350304,SATISFIABLE,0.38044,900.01333,900.47895,OPTIMUM,0.38622,11.63901,12.29967,OPTIMUM,0.43492,3.43118,4.14477,915.54914,main,3478
iris,3556,0.1,1.0,1,0,44.0,0.0,106.0,0.0,854,23,854,23,0.941012256,OPTIMUM,0.05724,0.09975,0.17993,OPTIMUM,0.05903,0.13524,0.50342,OPTIMUM,0.09339,0.07512,0.48495,0.39029,main,831
lsun,3556,0.1,1.0,1,0,171.0,0.0,229.0,0.0,923,7,923,104,1.0,OPTIMUM,0.10555,0.21446,0.36432,OPTIMUM,0.10856,0.66162,1.21762,OPTIMUM,0.10991,0.11587,0.6675,1.14181,main,819
seeds,3556,0.1,1.0,1,0,52.0,0.0,157.0,1.0,1058,18,1058,18,0.929429168,OPTIMUM,0.11834,1.72435,1.86907,OPTIMUM,0.11705,0.47368,1.25781,OPTIMUM,0.09335,0.18734,0.95023,2.53009,main,1040
spam,3556,0.1,1.0,1,0,1804.0,615.0,1509.0,673.0,2432,0,2432,0,0.433513874,SATISFIABLE,10.20399,900.06075,912.56773,OPTIMUM,9.94433,121.66198,160.11766,OPTIMUM,9.68848,120.68309,159.14739,1154.9128,main,2432
target,3556,0.1,1.0,1,0,375.0,0.0,395.0,0.0,649,3,649,13,0.992621544,OPTIMUM,0.81655,2.54457,3.65903,OPTIMUM,0.80214,9.01439,13.5674,OPTIMUM,0.85441,0.87038,5.31848,13.5438,main,636
target,3556,0.1,1.0,1,1,375.0,0.0,395.0,0.0,650,16,650,164,1.0,OPTIMUM,0.81655,2.54457,3.65903,OPTIMUM,0.85393,5.78367,10.2221,OPTIMUM,0.85,0.90978,5.35082,10.35248,main,486
wine,3556,0.1,1.0,1,0,62.0,0.0,116.0,0.0,1275,32,1275,71,0.965051622,OPTIMUM,0.11824,0.49321,0.64684,OPTIMUM,0.11812,3.69969,3.91583,OPTIMUM,0.1534,0.53256,0.77367,4.87909,main,1204
wingnut,3556,0.1,1.0,1,0,499.0,0.0,517.0,0.0,1094,67,1094,67,1.0,OPTIMUM,0.19446,0.16336,0.41864,OPTIMUM,0.19415,0.15999,2.29671,OPTIMUM,0.42717,0.14767,2.5082,0.7263,main,1027
chainlink,3556,0.1,1.5,1,0,733.0,15.0,739.0,13.0,989,11,989,11,0.9525285,SATISFIABLE,0.20861,900.01448,900.28369,OPTIMUM,0.21009,0.20759,2.69441,OPTIMUM,0.19393,0.30726,2.77974,900.79854,main,978
glass,3556,0.1,1.5,1,0,65.0,13.0,239.0,4.0,1481,3,1481,3,0.372967881,SATISFIABLE,0.34562,900.01583,900.46658,OPTIMUM,0.33729,227.01748,227.55046,OPTIMUM,0.30833,141.88012,142.46974,1269.36418,main,1478
ionosphere,3556,0.1,1.5,1,0,270.0,26.0,206.0,24.0,3577,83,3577,83,0.772718099,SATISFIABLE,0.3819,900.01552,900.49193,OPTIMUM,0.37686,10.97487,11.63734,OPTIMUM,0.42506,3.47418,4.17984,914.94098,main,3494
iris,3556,0.1,1.5,1,0,72.0,1.0,152.0,0.0,854,23,854,23,0.960277692,OPTIMUM,0.05562,0.26081,0.34012,OPTIMUM,0.05903,0.07468,0.30728,OPTIMUM,0.06446,0.06575,0.33471,0.48055,main,831
lsun,3556,0.1,1.5,1,0,252.0,0.0,348.0,0.0,923,8,923,104,1.0,OPTIMUM,0.10599,0.23371,0.39756,OPTIMUM,0.10318,0.13105,0.64864,OPTIMUM,0.10747,0.12441,0.65152,0.65302,main,819
seeds,3556,0.1,1.5,1,0,88.0,1.0,223.0,3.0,1058,20,1058,20,0.916654302,OPTIMUM,0.1116,35.83332,35.96816,OPTIMUM,0.11915,0.22518,0.79181,OPTIMUM,0.0921,0.16755,0.68682,36.36089,main,1038
spam,3556,0.1,1.5,1,0,2619.0,961.0,1881.0,1440.0,2432,0,2432,0,0.29372193,SATISFIABLE,10.17563,900.07719,912.61497,OPTIMUM,10.06543,100.2624,138.55802,OPTIMUM,9.68727,177.18409,215.19416,1190.06146,main,2432
target,3556,0.1,1.5,1,0,564.0,0.0,591.0,0.0,649,13,649,13,0.992621544,OPTIMUM,0.83541,2.67833,3.81452,OPTIMUM,0.83386,2.70879,6.98209,OPTIMUM,0.73984,1.078,5.2413,7.60131,main,636
target,3556,0.1,1.5,1,1,564.0,0.0,591.0,0.0,650,14,650,164,1.0,OPTIMUM,0.83541,2.67833,3.81452,OPTIMUM,0.71693,5.29584,9.45159,OPTIMUM,0.71819,0.75064,4.89909,9.861,main,486
wine,3556,0.1,1.5,1,0,98.0,0.0,169.0,0.0,1275,4,1275,71,0.981691113,OPTIMUM,0.11427,0.3786,0.52742,OPTIMUM,0.11981,0.873,1.1035,OPTIMUM,0.15581,0.42822,0.69355,1.82864,main,1204
wingnut,3556,0.1,1.5,1,0,743.0,0.0,781.0,0.0,1094,67,1094,67,1.0,OPTIMUM,0.20014,0.16765,0.42931,OPTIMUM,0.19343,0.14647,1.97139,OPTIMUM,0.17902,0.14863,1.95323,0.72441,main,1027
chainlink,3556,0.1,1.75,1,0,863.0,15.0,856.0,16.0,989,11,989,11,0.9525285,SATISFIABLE,0.2141,900.01847,900.30274,OPTIMUM,0.21331,0.19625,2.73235,OPTIMUM,0.19551,0.28802,2.81764,900.78701,main,978
glass,3556,0.1,1.75,1,0,81.0,12.0,274.0,7.0,1479,3,1479,3,0.607264102,SATISFIABLE,0.33278,900.01693,900.43674,OPTIMUM,0.3301,40.38576,40.90949,OPTIMUM,0.30615,62.00854,62.54685,1002.83104,main,1476
ionosphere,3556,0.1,1.75,1,0,313.0,29.0,228.0,44.0,3575,28,3575,28,0.692407097,SATISFIABLE,0.36548,900.01349,900.47795,OPTIMUM,0.38613,2.70743,3.39574,OPTIMUM,0.43911,5.44406,6.1828,908.62944,main,3547
iris,3556,0.1,1.75,1,0,83.0,1.0,178.0,0.0,854,23,854,23,0.979932005,OPTIMUM,0.05878,0.44612,0.52343,OPTIMUM,0.06121,0.10962,0.32722,OPTIMUM,0.06563,0.07055,0.29273,0.7036,main,831
lsun,3556,0.1,1.75,1,0,284.0,0.0,416.0,0.0,923,8,923,104,1.0,OPTIMUM,0.10586,0.23372,0.38429,OPTIMUM,0.10641,0.13168,0.66844,OPTIMUM,0.11067,0.13101,0.67454,0.64698,main,819
seeds,3556,0.1,1.75,1,0,105.0,2.0,258.0,2.0,1058,20,1058,20,0.930052203,OPTIMUM,0.11152,21.23204,21.36833,OPTIMUM,0.11738,0.21212,0.71545,OPTIMUM,0.09322,0.14527,0.61882,21.72572,main,1038
spam,3556,0.1,1.75,1,0,3750.0,437.0,417.0,3447.0,2432,8,2432,8,-0.014671872,SATISFIABLE,9.97795,900.09813,912.4739,OPTIMUM,10.26749,54.11986,91.17996,OPTIMUM,9.82673,65.73862,102.42202,1032.33238,main,2424
target,3556,0.1,1.75,1,0,651.0,0.0,696.0,0.0,649,5,649,13,0.99753186,OPTIMUM,0.8317,2.28827,3.43184,OPTIMUM,0.83274,2.73998,6.83068,OPTIMUM,0.73285,0.72779,4.55035,6.89961,main,636
target,3556,0.1,1.75,1,1,651.0,0.0,696.0,0.0,650,164,650,164,1.0,OPTIMUM,0.8317,2.28827,3.43184,OPTIMUM,1.01322,5.26658,9.37783,OPTIMUM,0.88437,0.76341,4.75465,9.46183,main,486
wine,3556,0.1,1.75,1,0,118.0,0.0,193.0,0.0,1275,71,1275,71,0.981691113,OPTIMUM,0.1156,0.44941,0.59974,OPTIMUM,0.11917,0.35256,0.57715,OPTIMUM,0.15778,0.27128,0.53084,1.22358,main,1204
wingnut,3556,0.1,1.75,1,0,866.0,0.0,912.0,0.0,1094,67,1094,67,1.0,OPTIMUM,0.20187,0.16098,0.42406,OPTIMUM,0.19874,0.14262,1.96625,OPTIMUM,0.183,0.16812,1.96953,0.7348,main,1027
chainlink,3556,0.1,2.0,1,0,990.0,18.0,974.0,18.0,989,4,989,11,0.956440411,SATISFIABLE,0.211,900.01442,900.2998,OPTIMUM,0.21612,0.18603,2.73791,OPTIMUM,0.19595,0.306,2.84023,900.79183,main,978
glass,3556,0.1,2.0,1,0,77.0,29.0,307.0,15.0,1474,11,1474,11,0.359269183,SATISFIABLE,0.34458,900.01316,900.44695,OPTIMUM,0.36328,26.22968,26.79944,OPTIMUM,0.30618,26.0276,26.58712,952.70423,main,1463
ionosphere,3556,0.1,2.0,1,0,360.0,33.0,248.0,61.0,3577,99,3577,99,0.663865206,SATISFIABLE,0.3692,900.01598,900.48474,OPTIMUM,0.38625,3.89815,4.61911,OPTIMUM,0.43262,3.64874,4.40205,908.03163,main,3478
iris,3556,0.1,2.0,1,0,97.0,1.0,201.0,1.0,854,23,854,23,0.979932005,OPTIMUM,0.05657,0.38113,0.45414,OPTIMUM,0.05896,0.09794,0.27422,OPTIMUM,0.06853,0.06554,0.25948,0.61762,main,831
lsun,3556,0.1,2.0,1,0,322.0,0.0,478.0,0.0,923,11,923,104,1.0,OPTIMUM,0.10857,0.18103,0.33533,OPTIMUM,0.11399,0.12373,0.6774,OPTIMUM,0.11653,0.11172,0.66464,0.57078,main,819
seeds,3556,0.1,2.0,1,0,123.0,4.0,291.0,2.0,1058,20,1058,20,0.930052203,OPTIMUM,0.11281,46.7852,46.92991,OPTIMUM,0.11932,0.18105,0.56041,OPTIMUM,0.09304,0.20062,0.5425,47.31158,main,1038
spam,3556,0.1,2.0,1,0,3519.0,1294.0,2667.0,1722.0,2429,3,2429,3,0.334694563,SATISFIABLE,9.97474,900.09408,912.40375,OPTIMUM,9.8768,73.86373,112.02361,OPTIMUM,9.64147,99.85749,137.97879,1086.12497,main,2426
target,3556,0.1,2.0,1,0,745.0,0.0,795.0,0.0,649,13,649,13,0.99753186,OPTIMUM,0.83139,2.34266,3.48196,OPTIMUM,0.82246,10.31323,14.35424,OPTIMUM,0.69783,0.7012,4.43414,14.49639,main,636
target,3556,0.1,2.0,1,1,745.0,0.0,795.0,0.0,650,164,650,164,1.0,OPTIMUM,0.83139,2.34266,3.48196,OPTIMUM,0.98824,5.14386,9.17199,OPTIMUM,0.853,0.70083,4.60095,9.32665,main,486
wine,3556,0.1,2.0,1,0,131.0,0.0,225.0,0.0,1275,3,1275,71,0.981691113,OPTIMUM,0.11968,0.28979,0.44503,OPTIMUM,0.12181,0.3941,0.62921,OPTIMUM,0.15519,0.25838,0.52848,1.09751,main,1204
wingnut,3556,0.1,2.0,1,0,991.0,0.0,1041.0,0.0,1094,67,1094,67,1.0,OPTIMUM,0.20328,0.1598,0.42436,OPTIMUM,0.20091,0.1477,1.98733,OPTIMUM,0.18038,0.14558,1.94986,0.71764,main,1027
chainlink,3556,0.1,0.1,1,0,54.0,0.0,46.0,0.0,989,3,989,4,0.861044941,OPTIMUM,0.20838,1.37945,1.64319,OPTIMUM,0.20856,2.27672,12.56949,OPTIMUM,0.19843,3.71769,13.79686,7.6376,main,985
glass,3556,0.1,0.1,1,0,4.0,0.0,17.0,0.0,1069,9,1069,15,0.19166743,OPTIMUM,0.32716,2.93597,3.34939,OPTIMUM,0.32659,2.96766,3.62437,OPTIMUM,0.34304,4.63446,5.32106,10.95151,main,1054
glass,3556,0.1,0.1,1,1,4.0,0.0,17.0,0.0,1100,16,1100,18,0.212257502,OPTIMUM,0.32716,2.93597,3.34939,OPTIMUM,0.30422,5.79308,6.48091,OPTIMUM,0.30135,12.64827,13.28783,21.79074,main,1082
glass,3556,0.1,0.1,1,2,4.0,0.0,17.0,0.0,1118,19,1118,20,0.195682573,OPTIMUM,0.32716,2.93597,3.34939,OPTIMUM,0.34083,16.44168,17.11602,OPTIMUM,0.30384,26.86712,27.56609,46.65819,main,1098
glass,3556,0.1,0.1,1,3,4.0,0.0,17.0,0.0,1126,21,1126,29,0.279640729,OPTIMUM,0.32716,2.93597,3.34939,OPTIMUM,0.30961,15.28442,15.93186,OPTIMUM,0.34542,21.09096,21.77085,39.72477,main,1097
glass,3556,0.1,0.1,1,4,4.0,0.0,17.0,0.0,1127,30,1127,30,0.149713769,OPTIMUM,0.32716,2.93597,3.34939,OPTIMUM,0.30159,11.4241,12.11317,OPTIMUM,0.29869,8.86668,9.4985,23.64017,main,1097
ionosphere,3556,0.1,0.1,1,0,22.0,0.0,13.0,0.0,3554,29,3554,196,0.373975955,OPTIMUM,0.36337,9.58273,10.02988,OPTIMUM,0.38107,0.97693,1.61961,OPTIMUM,0.42319,25.22225,25.91,36.22906,main,3358
ionosphere,3556,0.1,0.1,1,1,22.0,0.0,13.0,0.0,3555,199,3555,199,0.310067224,OPTIMUM,0.36337,9.58273,10.02988,OPTIMUM,0.38329,8.07435,8.72077,OPTIMUM,0.3772,15.74319,16.38551,33.84742,main,3356
ionosphere,3556,0.1,0.1,1,2,22.0,0.0,13.0,0.0,3556,201,3556,201,0.320799114,OPTIMUM,0.36337,9.58273,10.02988,OPTIMUM,0.37188,8.612,9.25074,OPTIMUM,0.37255,16.50837,17.15755,35.15025,main,3355
ionosphere,3556,0.1,0.1,1,3,22.0,0.0,13.0,0.0,3557,272,3557,272,0.354884294,OPTIMUM,0.36337,9.58273,10.02988,OPTIMUM,0.37049,8.19672,8.83191,OPTIMUM,0.37246,9.99025,10.63106,28.21685,main,3285
ionosphere,3556,0.1,0.1,1,4,22.0,0.0,13.0,0.0,3572,332,3572,502,0.398662743,OPTIMUM,0.36337,9.58273,10.02988,OPTIMUM,0.43876,0.91801,1.61948,OPTIMUM,0.37739,8.88113,9.52232,19.82902,main,3070
iris,3556,0.1,0.1,1,0,5.0,0.0,10.0,0.0,755,2,755,33,0.635696822,OPTIMUM,0.05765,0.09768,0.17827,OPTIMUM,0.05978,0.37075,1.41699,OPTIMUM,0.0646,0.14679,1.17345,0.69581,main,722
lsun,3556,0.1,0.1,1,0,16.0,0.0,24.0,0.0,854,4,854,15,0.665586664,OPTIMUM,0.10648,0.95924,1.10191,OPTIMUM,0.10368,0.37165,4.76709,OPTIMUM,0.10955,1.28427,5.72097,2.75783,main,839
lsun,3556,0.1,0.1,1,1,16.0,0.0,24.0,0.0,880,20,880,20,0.828291935,OPTIMUM,0.10648,0.95924,1.10191,OPTIMUM,0.10925,1.63061,6.06074,OPTIMUM,0.10872,1.54362,5.96385,4.27614,main,860
lsun,3556,0.1,0.1,1,2,16.0,0.0,24.0,0.0,903,21,903,37,0.976093178,OPTIMUM,0.10648,0.95924,1.10191,OPTIMUM,0.10839,1.61313,6.01196,OPTIMUM,0.10902,1.57375,6.01835,4.28879,main,866
lsun,3556,0.1,0.1,1,3,16.0,0.0,24.0,0.0,923,39,923,104,1.0,OPTIMUM,0.10648,0.95924,1.10191,OPTIMUM,0.10948,0.20108,4.61271,OPTIMUM,0.11273,1.70872,6.23305,3.01171,main,819
seeds,3556,0.1,0.1,1,0,4.0,0.0,17.0,0.0,896,20,896,67,0.729606477,OPTIMUM,0.11613,0.08239,0.22277,OPTIMUM,0.11928,0.34907,2.92427,OPTIMUM,0.09599,0.48987,3.0724,1.06171,main,829
spam,3556,0.1,0.1,1,0,200.0,42.0,90.0,128.0,2408,5,2408,5,0.040583602,SATISFIABLE,10.33085,900.05017,912.6084,OPTIMUM,9.97091,335.22036,400.95008,OPTIMUM,9.72205,354.24462,419.39826,1602.07338,main,2403
target,3556,0.1,0.1,1,0,41.0,0.0,36.0,0.0,624,5,624,10,0.76411122,OPTIMUM,0.82122,3.18685,4.29293,OPTIMUM,0.80456,15.87415,23.66886,OPTIMUM,0.85885,3.7684,11.52607,23.93548,main,614
target,3556,0.1,0.1,1,1,41.0,0.0,36.0,0.0,630,11,630,11,0.670012236,OPTIMUM,0.82122,3.18685,4.29293,OPTIMUM,0.85537,6.91922,14.56121,OPTIMUM,0.84368,5.6926,13.15949,16.90475,main,619
target,3556,0.1,0.1,1,2,41.0,0.0,36.0,0.0,635,12,635,15,0.812098124,OPTIMUM,0.82122,3.18685,4.29293,OPTIMUM,0.9612,6.16308,13.8239,OPTIMUM,0.83055,3.61146,11.19162,14.06747,main,620
target,3556,0.1,0.1,1,3,41.0,0.0,36.0,0.0,643,16,643,16,0.850021134,OPTIMUM,0.82122,3.18685,4.29293,OPTIMUM,0.82724,5.34932,12.95384,OPTIMUM,0.81952,2.76183,10.39278,12.40408,main,627
target,3556,0.1,0.1,1,4,41.0,0.0,36.0,0.0,644,17,644,17,0.775790632,OPTIMUM,0.82122,3.18685,4.29293,OPTIMUM,0.8353,8.10545,15.56419,OPTIMUM,0.96791,2.82759,10.449,15.22597,main,627
target,3556,0.1,0.1,1,5,41.0,0.0,36.0,0.0,650,18,650,164,1.0,OPTIMUM,0.82122,3.18685,4.29293,OPTIMUM,0.82029,4.86043,12.48143,OPTIMUM,0.81442,2.24897,9.84661,11.40233,main,486
wine,3556,0.1,0.1,1,0,3.0,0.0,14.0,0.0,1178,0,1178,71,0.716144238,OPTIMUM,0.11705,0.15292,0.30126,OPTIMUM,0.12179,0.50596,3.2054,OPTIMUM,0.12453,0.40983,3.12022,1.21705,main,1107
wingnut,3556,0.1,0.1,1,0,55.0,0.0,46.0,0.0,1094,11,1094,67,1.0,OPTIMUM,0.19229,0.20239,0.45211,OPTIMUM,0.20467,0.62268,21.55324,OPTIMUM,0.19015,0.26242,21.26312,1.33721,main,1027
chainlink,3556,0.1,0.25,1,0,119.0,1.0,128.0,2.0,989,3,989,4,0.898602527,OPTIMUM,0.20786,14.60882,14.87769,OPTIMUM,0.21539,0.89497,3.4681,OPTIMUM,0.19769,1.41682,3.97059,17.18948,main,985
glass,3556,0.1,0.25,1,0,7.0,0.0,46.0,0.0,1070,5,1070,15,0.179668539,OPTIMUM,0.32983,0.50533,0.91344,OPTIMUM,0.33269,22.74825,23.41648,OPTIMUM,0.34923,16.9107,17.61183,40.57239,main,1055
glass,3556,0.1,0.25,1,1,7.0,0.0,46.0,0.0,1100,16,1100,18,0.319781904,OPTIMUM,0.32983,0.50533,0.91344,OPTIMUM,0.31593,82.26258,82.96871,OPTIMUM,0.30809,74.4598,75.12107,157.63582,main,1082
glass,3556,0.1,0.25,1,2,7.0,0.0,46.0,0.0,1118,19,1118,19,0.185919152,OPTIMUM,0.32983,0.50533,0.91344,OPTIMUM,0.34623,49.94883,50.63675,OPTIMUM,0.30347,110.45986,111.15166,161.32213,main,1099
glass,3556,0.1,0.25,1,3,7.0,0.0,46.0,0.0,1127,25,1127,25,0.182532195,OPTIMUM,0.32983,0.50533,0.91344,OPTIMUM,0.30249,77.9957,78.64546,OPTIMUM,0.35689,51.01618,51.7122,129.92532,main,1102
glass,3556,0.1,0.25,1,4,7.0,0.0,46.0,0.0,1151,26,1151,26,0.175393341,OPTIMUM,0.32983,0.50533,0.91344,OPTIMUM,0.30302,91.66124,92.34645,OPTIMUM,0.30205,149.43478,150.08262,242.00946,main,1125
glass,3556,0.1,0.25,1,5,7.0,0.0,46.0,0.0,1157,27,1157,29,0.193919138,OPTIMUM,0.32983,0.50533,0.91344,OPTIMUM,0.34919,82.23774,82.92882,OPTIMUM,0.33051,99.39985,100.13355,182.55103,main,1128
glass,3556,0.1,0.25,1,6,7.0,0.0,46.0,0.0,1170,30,1170,30,0.306218736,OPTIMUM,0.32983,0.50533,0.91344,OPTIMUM,0.31196,87.54959,88.19728,OPTIMUM,0.34942,102.70847,103.39825,191.1715,main,1140
ionosphere,3556,0.1,0.25,1,0,54.0,0.0,33.0,0.0,3565,28,3565,28,0.428969175,OPTIMUM,0.36861,32.24788,32.69451,OPTIMUM,0.38715,361.61562,362.29072,OPTIMUM,0.39039,71.87576,72.52559,466.18589,main,3537
ionosphere,3556,0.1,0.25,1,1,54.0,0.0,33.0,0.0,3571,56,3571,56,0.434950304,OPTIMUM,0.36861,32.24788,32.69451,OPTIMUM,0.38859,137.32682,137.97051,OPTIMUM,0.38645,270.59531,271.23992,440.61664,main,3515
ionosphere,3556,0.1,0.25,1,2,54.0,0.0,33.0,0.0,3573,115,3573,131,0.446365674,OPTIMUM,0.36861,32.24788,32.69451,OPTIMUM,0.38227,134.69355,135.34138,OPTIMUM,0.38342,167.10262,167.74054,334.49068,main,3442
iris,3556,0.1,0.25,1,0,15.0,0.0,22.0,0.0,755,2,755,23,0.941012256,OPTIMUM,0.06358,0.07584,0.16002,OPTIMUM,0.05876,0.11394,0.58531,OPTIMUM,0.06728,0.10914,0.57092,0.3831,main,732
iris,3556,0.1,0.25,1,1,15.0,0.0,22.0,0.0,807,26,807,26,0.743682632,OPTIMUM,0.06358,0.07584,0.16002,OPTIMUM,0.06615,0.17684,0.64116,OPTIMUM,0.06639,0.11634,0.57005,0.4532,main,781
iris,3556,0.1,0.25,1,2,15.0,0.0,22.0,0.0,966,28,966,28,0.554073555,OPTIMUM,0.06358,0.07584,0.16002,OPTIMUM,0.06741,0.1703,0.67017,OPTIMUM,0.06694,0.16645,0.62663,0.49677,main,938
lsun,3556,0.1,0.25,1,0,42.0,0.0,58.0,0.0,854,4,854,13,0.884523795,OPTIMUM,0.1066,0.8512,1.00213,OPTIMUM,0.11161,1.28713,3.01853,OPTIMUM,0.16932,0.36913,2.15901,2.65839,main,841
lsun,3556,0.1,0.25,1,1,42.0,0.0,58.0,0.0,880,14,880,20,0.9372053,OPTIMUM,0.1066,0.8512,1.00213,OPTIMUM,0.11161,0.25401,2.04812,OPTIMUM,0.10949,0.30598,2.04659,1.56212,main,860
