data,seed,e,kappa,cl_ml_ratio,pareto_index,ml_sat,ml_unsat,cl_sat,cl_unsat,lm_lambda_minus,lm_lambda_plus,lp_lambda_minus,lp_lambda_plus,ARI,p1_slvr_status,p1_clause_gen,p1_solver,p1_total,p2_lm_slvr_status,p2_lm_clause_gen,p2_lm_solver,p2_lm_total,p2_lp_slvr_status,p2_lp_clause_gen,p2_lp_solver,p2_lp_total,total_slvr_time
wine,3556,0.1,0.25,1,1,10.0,0.0,34.0,0.0,0,0,,,,OPTIMUM,0.12468,0.34104,0.50148,UNSATISFIABLE,0.13309,0.13506,1.39206,,,,,0.6365400000000001
wine,3556,0.1,0.5,1,1,27.0,0.0,62.0,0.0,0,0,,,,OPTIMUM,0.11691,0.82727,0.97906,UNSATISFIABLE,0.13301,0.09947,0.48274,,,,,1.07853
wine,3556,0.1,0.7,1,2,42.0,0.0,82.0,0.0,0,0,,,,OPTIMUM,0.11437,0.73473,0.88288,UNSATISFIABLE,0.12435,0.08318,0.32226,,,,,0.96606
wine,3556,0.1,1.0,1,1,62.0,0.0,116.0,0.0,0,0,,,,OPTIMUM,0.11824,0.49321,0.64684,UNSATISFIABLE,0.12557,0.08015,0.29689,,,,,0.72699
wine,3556,0.1,1.5,1,1,98.0,0.0,169.0,0.0,0,0,,,,OPTIMUM,0.11427,0.3786,0.52742,UNSATISFIABLE,0.12355,0.07303,0.30626,,,,,0.60045
wine,3556,0.1,1.75,1,1,118.0,0.0,193.0,0.0,0,0,,,,OPTIMUM,0.1156,0.44941,0.59974,UNSATISFIABLE,0.12394,0.07984,0.31064,,,,,0.6795800000000001
wine,3556,0.1,2.0,1,1,131.0,0.0,225.0,0.0,0,0,,,,OPTIMUM,0.11968,0.28979,0.44503,UNSATISFIABLE,0.12523,0.07803,0.31411,,,,,0.52306
wingnut,1732,0.1,0.0,1,1,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,66.78898,7.91428,76.00972,,,,,7.91428
wingnut,1732,0.1,0.1,1,1,55.0,0.0,46.0,0.0,0,0,,,,OPTIMUM,0.19092,0.21654,0.46363,UNSATISFIABLE,0.18743,0.26388,22.36655,,,,,0.72751
wingnut,1732,0.1,0.25,1,1,134.0,0.0,120.0,0.0,0,0,,,,OPTIMUM,0.19265,0.18971,0.43848,UNSATISFIABLE,0.17861,0.16486,4.5648,,,,,0.60334
wingnut,1732,0.1,0.5,1,1,258.0,0.0,250.0,0.0,0,0,,,,OPTIMUM,0.19937,0.18214,0.43729,UNSATISFIABLE,0.18332,0.17302,4.65834,,,,,0.61031
wingnut,1732,0.1,0.7,1,1,360.0,0.0,351.0,0.0,0,0,,,,OPTIMUM,0.19803,0.17232,0.42527,UNSATISFIABLE,0.17959,0.14821,2.74059,,,,,0.57348
wingnut,1732,0.1,1.0,1,1,526.0,0.0,490.0,0.0,0,0,,,,OPTIMUM,0.2028,0.16388,0.42489,UNSATISFIABLE,0.17947,0.14178,2.23225,,,,,0.56667
wingnut,1732,0.1,1.5,1,1,802.0,0.0,722.0,0.0,0,0,,,,OPTIMUM,0.19755,0.15362,0.4072,UNSATISFIABLE,0.42717,0.14158,2.22685,,,,,0.54878
wingnut,1732,0.1,1.75,1,1,938.0,0.0,840.0,0.0,0,0,,,,OPTIMUM,0.19934,0.16033,0.41836,UNSATISFIABLE,0.41953,0.1472,2.09528,,,,,0.5655600000000001
wingnut,1732,0.1,2.0,1,1,1072.0,0.0,960.0,0.0,0,0,,,,OPTIMUM,0.20038,0.1535,0.40921,UNSATISFIABLE,0.42969,0.14517,2.1241,,,,,0.55438
wingnut,2352,0.1,0.0,1,1,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,66.78898,7.91428,76.00972,,,,,7.91428
wingnut,2352,0.1,0.1,1,1,55.0,0.0,46.0,0.0,0,0,,,,OPTIMUM,0.19733,0.20586,0.46463,UNSATISFIABLE,0.18382,0.30109,40.13755,,,,,0.76572
wingnut,2352,0.1,0.25,1,1,132.0,0.0,122.0,0.0,0,0,,,,OPTIMUM,0.20434,0.19421,0.4567,UNSATISFIABLE,0.47961,0.22019,11.69746,,,,,0.67689
wingnut,2352,0.1,0.5,1,1,245.0,0.0,263.0,0.0,0,0,,,,OPTIMUM,0.19474,0.18833,0.44335,UNSATISFIABLE,0.18385,0.19685,10.88187,,,,,0.6402
wingnut,2352,0.1,0.7,1,1,337.0,0.0,374.0,0.0,0,0,,,,OPTIMUM,0.19564,0.17219,0.42629,UNSATISFIABLE,0.1848,0.17054,3.95023,,,,,0.59683
wingnut,2352,0.1,1.0,1,1,483.0,0.0,533.0,0.0,0,0,,,,OPTIMUM,0.20192,0.16212,0.42141,UNSATISFIABLE,0.18133,0.14828,2.74945,,,,,0.56969
wingnut,2352,0.1,1.5,1,1,731.0,0.0,793.0,0.0,0,0,,,,OPTIMUM,0.19786,0.15745,0.41228,UNSATISFIABLE,0.42568,0.14142,2.35659,,,,,0.5537
wingnut,2352,0.1,1.75,1,1,865.0,0.0,913.0,0.0,0,0,,,,OPTIMUM,0.20206,0.16815,0.42785,UNSATISFIABLE,0.41698,0.14029,2.15415,,,,,0.56814
wingnut,2352,0.1,2.0,1,1,990.0,0.0,1042.0,0.0,0,0,,,,OPTIMUM,0.19614,0.15685,0.41329,UNSATISFIABLE,0.42918,0.15669,2.19294,,,,,0.5699799999999999
wingnut,3556,0.1,0.0,1,1,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,66.78898,7.91428,76.00972,,,,,7.91428
wingnut,3556,0.1,0.1,1,1,55.0,0.0,46.0,0.0,0,0,,,,OPTIMUM,0.19229,0.20239,0.45211,UNSATISFIABLE,0.19205,0.25816,21.2069,,,,,0.71027
wingnut,3556,0.1,0.25,1,1,131.0,0.0,123.0,0.0,0,0,,,,OPTIMUM,0.20598,0.19257,0.45586,UNSATISFIABLE,0.18191,0.17972,5.21597,,,,,0.63558
wingnut,3556,0.1,0.5,1,1,256.0,0.0,252.0,0.0,0,0,,,,OPTIMUM,0.19626,0.17694,0.42824,UNSATISFIABLE,0.18008,0.16785,4.35073,,,,,0.59609
wingnut,3556,0.1,0.7,1,1,351.0,0.0,360.0,0.0,0,0,,,,OPTIMUM,0.20024,0.17487,0.43324,UNSATISFIABLE,0.18059,0.15817,4.2265,,,,,0.59141
wingnut,3556,0.1,1.0,1,1,499.0,0.0,517.0,0.0,0,0,,,,OPTIMUM,0.19446,0.16336,0.41864,UNSATISFIABLE,0.17881,0.15015,2.2707,,,,,0.56879
wingnut,3556,0.1,1.5,1,1,743.0,0.0,781.0,0.0,0,0,,,,OPTIMUM,0.20014,0.16765,0.42931,UNSATISFIABLE,0.42923,0.14365,2.19454,,,,,0.57296
wingnut,3556,0.1,1.75,1,1,866.0,0.0,912.0,0.0,0,0,,,,OPTIMUM,0.20187,0.16098,0.42406,UNSATISFIABLE,0.42176,0.1441,2.1789,,,,,0.56816
wingnut,3556,0.1,2.0,1,1,991.0,0.0,1041.0,0.0,0,0,,,,OPTIMUM,0.20328,0.1598,0.42436,UNSATISFIABLE,0.43518,0.13845,2.19137,,,,,0.56281
